Category,La Paz
Total_doses_administered,18717
Total_people_one_dose,10355
Total_people_complete,9180
Total_doses_ordered,19400
total_pouluation,22085
Male-65 years and older,3217
Male-55-64 years,724
Male-45-54 years,358
Male-20-44 years,640
Male-Less than 20 years,230
Female-65 years and older,3113
Female-55-64 years,879
Female-45-54 years,386
Female-20-44 years,558
Female-Less than 20 years,223
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",79
"American Indian or Alaska Native, non-Hispanic",277
Other Race,1179
Hispanic or Latino,1205
Unknown,2757
"White, non-Hispanic",4822
