Category,Mohave
Total_doses_administered,167990
Total_people_one_dose,95334
Total_people_complete,79938
Total_doses_ordered,136600
total_pouluation,216985
Male-65 years and older,22475
Male-55-64 years,8865
Male-45-54 years,4690
Male-20-44 years,8062
Male-Less than 20 years,1561
Female-65 years and older,24994
Female-55-64 years,10327
Female-45-54 years,4999
Female-20-44 years,7522
Female-Less than 20 years,1672
"Black or African American, non-Hispanic",691
"American Indian or Alaska Native, non-Hispanic",994
"Asian or Pacific Islander, non-Hispanic",1375
Hispanic or Latino,7035
Unknown,16232
Other Race,16468
"White, non-Hispanic",52539
