Category,Mohave
Total_doses_administered,195046
Total_people_one_dose,93172
Total_people_complete,77948
total_pouluation,93172
Male-65 years and older,21569
Male-55-64 years,8493
Male-45-54 years,4422
Male-20-44 years,7856
Male-Less than 20 years,1991
Female-65 years and older,23637
Female-55-64 years,9799
Female-45-54 years,4970
Female-20-44 years,8065
Female-Less than 20 years,2189
"Black or African American, non-Hispanic",653
"American Indian or Alaska Native, non-Hispanic",782
"Asian or Pacific Islander, non-Hispanic",1433
Hispanic or Latino,7647
Unknown,11689
Other Race,14719
"White, non-Hispanic",56249
