Category,Cochise
Total_doses_administered,175904
Total_people_one_dose,85163
Total_people_complete,68729
total_pouluation,85163
Male-65 years and older,11563
Male-55-64 years,5731
Male-45-54 years,4550
Male-20-44 years,12138
Male-Less than 20 years,6200
Female-65 years and older,13546
Female-55-64 years,6801
Female-45-54 years,5108
Female-20-44 years,12887
Female-Less than 20 years,6536
"American Indian or Alaska Native, non-Hispanic",376
"Asian or Pacific Islander, non-Hispanic",1539
"Black or African American, non-Hispanic",1654
Unknown,10248
Other Race,12238
Hispanic or Latino,25073
"White, non-Hispanic",34035
