Category,Yavapai
Total_doses_administered,259607
Total_people_one_dose,120820
Total_people_complete,101044
total_pouluation,120820
Male-65 years and older,26623
Male-55-64 years,9402
Male-45-54 years,5198
Male-20-44 years,10662
Male-Less than 20 years,3135
Female-65 years and older,32320
Female-55-64 years,11854
Female-45-54 years,6174
Female-20-44 years,10881
Female-Less than 20 years,3426
"Black or African American, non-Hispanic",602
"American Indian or Alaska Native, non-Hispanic",1480
"Asian or Pacific Islander, non-Hispanic",1508
Hispanic or Latino,8590
Other Race,17752
Unknown,18462
"White, non-Hispanic",72426
