Category,Pinal
Total_doses_administered,548052
Total_people_one_dose,261473
Total_people_complete,224455
total_pouluation,261473
Male-65 years and older,38062
Male-55-64 years,18873
Male-45-54 years,17269
Male-20-44 years,39711
Male-Less than 20 years,13960
Female-65 years and older,43693
Female-55-64 years,21328
Female-45-54 years,17593
Female-20-44 years,36538
Female-Less than 20 years,13707
"Asian or Pacific Islander, non-Hispanic",5387
"Black or African American, non-Hispanic",9650
"American Indian or Alaska Native, non-Hispanic",10423
Unknown,30365
Other Race,31961
Hispanic or Latino,42902
"White, non-Hispanic",130785
