Category,Gila
Total_doses_administered,61118
Total_people_one_dose,27338
Total_people_complete,23992
total_pouluation,27338
Male-65 years and older,5993
Male-55-64 years,2266
Male-45-54 years,1297
Male-20-44 years,2595
Male-Less than 20 years,936
Female-65 years and older,6361
Female-55-64 years,2666
Female-45-54 years,1446
Female-20-44 years,2751
Female-Less than 20 years,972
"Black or African American, non-Hispanic",96
"Asian or Pacific Islander, non-Hispanic",226
Hispanic or Latino,1595
"American Indian or Alaska Native, non-Hispanic",2985
Other Race,4404
Unknown,4533
"White, non-Hispanic",13499
