Category,Maricopa
Total_doses_administered,6304544
Total_people_one_dose,2835129
Total_people_complete,2493762
total_pouluation,2835129
Male-65 years and older,299408
Male-55-64 years,197767
Male-45-54 years,193478
Male-20-44 years,468128
Male-Less than 20 years,178324
Female-65 years and older,373487
Female-55-64 years,221575
Female-45-54 years,209085
Female-20-44 years,500038
Female-Less than 20 years,179552
"American Indian or Alaska Native, non-Hispanic",55770
"Black or African American, non-Hispanic",112399
"Asian or Pacific Islander, non-Hispanic",144722
Unknown,191823
Other Race,445398
Hispanic or Latino,498837
"White, non-Hispanic",1386180
