Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10823345,78346,214260,191890,42534,10260,61118,19159,6304544,203064,120328,541100,1743469,130922,283638,355804
Total_people_complete,4234507,29950,83382,75629,17106,4066,23992,7771,2493762,80317,47052,218748,669993,50414,109643,139996
total_pouluation,7189020,34922,94223,91409,19238,4511,27338,9343,2835129,95005,55438,248990,775171,66409,129021,173713
Total_people_one_dose,4968900,34922,94223,91409,19238,4511,27338,9343,2835129,95005,55438,248990,775171,66409,129021,173713
Male-65 years and older,593316,3129,8469,12057,1997,517,5993,2528,299408,21942,7767,39218,92481,4823,28558,18123
Male-55-64 years,344320,2339,6061,6026,1367,390,2266,655,197767,8577,3927,17505,50095,3553,10070,11301
Male-45-54 years,312557,1910,5797,4827,1314,335,1297,333,193478,4513,3012,15343,44039,3819,5522,9843
Male-20-44 years,789070,4830,17626,13056,3270,812,2595,720,468128,8087,6830,36987,119257,10087,11355,30780
Male-Less than 20 years,317024,4775,6904,7295,1309,247,936,419,178324,2091,5420,12907,53492,9587,3343,15145
Female-65 years and older,719655,3798,9474,14080,2477,524,6361,2501,373487,23959,8806,44717,118945,5886,34471,20688
Female-55-64 years,390964,2548,6743,7117,1511,318,2666,766,221575,9937,4439,20053,59659,3998,12681,12108
Female-45-54 years,336389,1961,5775,5429,1246,337,1446,389,209085,5058,3043,15619,49701,4231,6574,10772
Female-20-44 years,824315,4738,20097,13834,3308,773,2751,629,500038,8342,6694,33251,131331,10821,11524,28714
Female-Less than 20 years,321407,4883,7099,7583,1428,256,972,385,179552,2318,5462,12775,54539,9481,3695,15536
"Black or African American, non-Hispanic",153193,71,831,1715,83,55,96,42,112399,676,228,9268,18113,61,650,910
"Asian or Pacific Islander, non-Hispanic",191021,165,1736,1598,66,51,226,92,144722,1476,418,4978,23287,188,1666,1285
"American Indian or Alaska Native, non-Hispanic",223954,27622,24147,393,5857,127,2985,567,55770,796,26211,10658,16536,55,1555,1266
Unknown,446560,1227,11316,11091,3826,302,4533,1943,191823,11727,2593,30153,66584,6691,19033,30860
Other Race,693374,1247,8085,12735,868,98,4404,1213,445398,14873,6527,29628,94622,3684,19055,21211
Hispanic or Latino,972117,659,7674,28591,2862,2042,1595,1414,498837,7921,2817,42399,201841,48050,9307,80338
"White, non-Hispanic",2288681,3931,40434,35286,5676,1836,13499,4072,1386180,57536,16644,121906,354188,7680,77755,37843
