Category,Santa Cruz
Total_doses_administered,130922
Total_people_one_dose,66409
Total_people_complete,50414
total_pouluation,66409
Male-65 years and older,4823
Male-55-64 years,3553
Male-45-54 years,3819
Male-20-44 years,10087
Male-Less than 20 years,9587
Female-65 years and older,5886
Female-55-64 years,3998
Female-45-54 years,4231
Female-20-44 years,10821
Female-Less than 20 years,9481
"American Indian or Alaska Native, non-Hispanic",55
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3684
Unknown,6691
"White, non-Hispanic",7680
Hispanic or Latino,48050
