Category,La Paz
Total_doses_administered,19159
Total_people_one_dose,9343
Total_people_complete,7771
total_pouluation,9343
Male-65 years and older,2528
Male-55-64 years,655
Male-45-54 years,333
Male-20-44 years,720
Male-Less than 20 years,419
Female-65 years and older,2501
Female-55-64 years,766
Female-45-54 years,389
Female-20-44 years,629
Female-Less than 20 years,385
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",92
"American Indian or Alaska Native, non-Hispanic",567
Other Race,1213
Hispanic or Latino,1414
Unknown,1943
"White, non-Hispanic",4072
