Category,Arizona
Total_doses_administered,7516167
Total_people_complete,3620622
Total_doses_ordered,5348107
total_pouluation,7189020
Total_people_one_dose,4098440
Male-65 years and older,528286
Male-55-64 years,305596
Male-45-54 years,269517
Male-20-44 years,645735
Male-Less than 20 years,172512
Female-65 years and older,650866
Female-55-64 years,351225
Female-45-54 years,294226
Female-20-44 years,679992
Female-Less than 20 years,180875
"Black or African American, non-Hispanic",113514
"American Indian or Alaska Native, non-Hispanic",122351
"Asian or Pacific Islander, non-Hispanic",152436
Unknown,439378
Other Race,687908
Hispanic or Latino,703894
"White, non-Hispanic",1878959
