Category,La Paz
Total_doses_administered,18119
Total_people_one_dose,9998
Total_people_complete,8895
Total_doses_ordered,19100
total_pouluation,22085
Male-65 years and older,3176
Male-55-64 years,702
Male-45-54 years,340
Male-20-44 years,600
Male-Less than 20 years,169
Female-65 years and older,3074
Female-55-64 years,866
Female-45-54 years,364
Female-20-44 years,508
Female-Less than 20 years,177
"Black or African American, non-Hispanic",33
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",230
Hispanic or Latino,1101
Other Race,1152
Unknown,2672
"White, non-Hispanic",4732
