Category,Graham
Total_doses_administered,23109
Total_people_one_dose,12941
Total_people_complete,11399
Total_doses_ordered,21530
total_pouluation,38476
Male-65 years and older,1703
Male-55-64 years,1040
Male-45-54 years,935
Male-20-44 years,2205
Male-Less than 20 years,476
Female-65 years and older,2148
Female-55-64 years,1186
Female-45-54 years,848
Female-20-44 years,1836
Female-Less than 20 years,553
"Asian or Pacific Islander, non-Hispanic",65
"Black or African American, non-Hispanic",76
Other Race,992
"American Indian or Alaska Native, non-Hispanic",1111
Hispanic or Latino,2126
Unknown,4084
"White, non-Hispanic",4487
