Category,Cochise
Total_doses_administered,153519
Total_people_one_dose,78310
Total_people_complete,65813
total_pouluation,78310
Male-65 years and older,10999
Male-55-64 years,5383
Male-45-54 years,4213
Male-20-44 years,11322
Male-Less than 20 years,4927
Female-65 years and older,12954
Female-55-64 years,6419
Female-45-54 years,4732
Female-20-44 years,11988
Female-Less than 20 years,5272
"American Indian or Alaska Native, non-Hispanic",348
"Asian or Pacific Islander, non-Hispanic",1438
"Black or African American, non-Hispanic",1530
Unknown,9218
Other Race,11660
Hispanic or Latino,21638
"White, non-Hispanic",32478
