Category,Yavapai
Total_doses_administered,234841
Total_people_one_dose,115307
Total_people_complete,97619
total_pouluation,115307
Male-65 years and older,25496
Male-55-64 years,9048
Male-45-54 years,4966
Male-20-44 years,10018
Male-Less than 20 years,2750
Female-65 years and older,31215
Female-55-64 years,11472
Female-45-54 years,5925
Female-20-44 years,10241
Female-Less than 20 years,3028
"Black or African American, non-Hispanic",536
"Asian or Pacific Islander, non-Hispanic",1388
"American Indian or Alaska Native, non-Hispanic",1401
Hispanic or Latino,7849
Other Race,16984
Unknown,19365
"White, non-Hispanic",67784
