Category,Maricopa
Total_doses_administered,5337505
Total_people_one_dose,2594905
Total_people_complete,2281985
total_pouluation,2594905
Male-65 years and older,282110
Male-55-64 years,186234
Male-45-54 years,180532
Male-20-44 years,430691
Male-Less than 20 years,138610
Female-65 years and older,352887
Female-55-64 years,209721
Female-45-54 years,196026
Female-20-44 years,461671
Female-Less than 20 years,141981
"American Indian or Alaska Native, non-Hispanic",50475
"Black or African American, non-Hispanic",99771
"Asian or Pacific Islander, non-Hispanic",130613
Unknown,173282
Other Race,422335
Hispanic or Latino,430870
"White, non-Hispanic",1287559
