Category,Mohave
Total_doses_administered,176173
Total_people_one_dose,88320
Total_people_complete,75335
total_pouluation,88320
Male-65 years and older,20440
Male-55-64 years,8105
Male-45-54 years,4201
Male-20-44 years,7338
Male-Less than 20 years,1700
Female-65 years and older,22712
Female-55-64 years,9438
Female-45-54 years,4769
Female-20-44 years,7533
Female-Less than 20 years,1907
"Black or African American, non-Hispanic",592
"American Indian or Alaska Native, non-Hispanic",714
"Asian or Pacific Islander, non-Hispanic",1322
Hispanic or Latino,6949
Unknown,11471
Other Race,14208
"White, non-Hispanic",53064
