Category,Graham
Total_doses_administered,41861
Total_people_one_dose,20678
Total_people_complete,18313
total_pouluation,20678
Male-65 years and older,2374
Male-55-64 years,1567
Male-45-54 years,1427
Male-20-44 years,3525
Male-Less than 20 years,1076
Female-65 years and older,2878
Female-55-64 years,1708
Female-45-54 years,1401
Female-20-44 years,3551
Female-Less than 20 years,1159
"Asian or Pacific Islander, non-Hispanic",83
"Black or African American, non-Hispanic",89
Other Race,1293
Hispanic or Latino,3685
Unknown,4053
"American Indian or Alaska Native, non-Hispanic",5127
"White, non-Hispanic",6348
