Category,La Paz
Total_doses_administered,14367
Total_people_one_dose,8332
Total_people_complete,6390
Total_doses_ordered,16800
total_pouluation,22085
Male-65 years and older,2895
Male-55-64 years,577
Male-45-54 years,239
Male-20-44 years,342
Male-Less than 20 years,36
Female-65 years and older,2810
Female-55-64 years,754
Female-45-54 years,277
Female-20-44 years,343
Female-Less than 20 years,45
"Black or African American, non-Hispanic",0.0021603456553048
"Asian or Pacific Islander, non-Hispanic",0.0040806529044647
"American Indian or Alaska Native, non-Hispanic",0.0087614018242919
Other Race,0.0102016322611618
Hispanic or Latino,0.0838934229476716
Unknown,0.4059049447911666
"White, non-Hispanic",0.4849975996159386
