Category,Maricopa
Total_doses_administered,6243647
Total_people_one_dose,2824174
Total_people_complete,2476402
total_pouluation,2824174
Male-65 years and older,298582
Male-55-64 years,197372
Male-45-54 years,192992
Male-20-44 years,466303
Male-Less than 20 years,176469
Female-65 years and older,372555
Female-55-64 years,221165
Female-45-54 years,208540
Female-20-44 years,498011
Female-Less than 20 years,177863
"American Indian or Alaska Native, non-Hispanic",55447
"Black or African American, non-Hispanic",111683
"Asian or Pacific Islander, non-Hispanic",144146
Unknown,191312
Other Race,444448
Hispanic or Latino,494682
"White, non-Hispanic",1382456
