Category,Santa Cruz
Total_doses_administered,128275
Total_people_one_dose,65380
Total_people_complete,49565
total_pouluation,65380
Male-65 years and older,4803
Male-55-64 years,3536
Male-45-54 years,3787
Male-20-44 years,9968
Male-Less than 20 years,9272
Female-65 years and older,5862
Female-55-64 years,3983
Female-45-54 years,4197
Female-20-44 years,10656
Female-Less than 20 years,9208
"American Indian or Alaska Native, non-Hispanic",56
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3667
Unknown,6111
"White, non-Hispanic",7653
Hispanic or Latino,47646
