Category,Yavapai
Total_doses_administered,189101
Total_people_one_dose,108532
Total_people_complete,90789
Total_doses_ordered,168620
total_pouluation,232386
Male-65 years and older,23932
Male-55-64 years,8489
Male-45-54 years,4923
Male-20-44 years,9543
Male-Less than 20 years,1961
Female-65 years and older,29889
Female-55-64 years,10854
Female-45-54 years,5736
Female-20-44 years,9702
Female-Less than 20 years,2192
"Black or African American, non-Hispanic",556
"American Indian or Alaska Native, non-Hispanic",1078
"Asian or Pacific Islander, non-Hispanic",1418
Hispanic or Latino,6736
Other Race,16606
Unknown,27348
"White, non-Hispanic",54790
