Category,Gila
Total_doses_administered,52063
Total_people_one_dose,29109
Total_people_complete,25619
Total_doses_ordered,36740
total_pouluation,55159
Male-65 years and older,5881
Male-55-64 years,2636
Male-45-54 years,1620
Male-20-44 years,3152
Male-Less than 20 years,732
Female-65 years and older,6234
Female-55-64 years,2925
Female-45-54 years,1716
Female-20-44 years,3277
Female-Less than 20 years,875
"Black or African American, non-Hispanic",96
"Asian or Pacific Islander, non-Hispanic",258
Hispanic or Latino,1323
Other Race,4828
Unknown,5443
"American Indian or Alaska Native, non-Hispanic",5808
"White, non-Hispanic",11353
