Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7142640,32353,150021,120029,21333,8538,52063,17680,3012247,154771,75980,311891,938790,69338,189101,211812
Total_people_complete,3451880,11856,73994,59194,10509,4257,25619,8666,1480037,73348,36475,157190,467703,34843,90789,101816
Total_doses_ordered,5275110,16600,97508,89070,19700,10040,36740,19050,1598808,128270,41410,197908,617012,49212,168620,144368
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3932192,18230,82531,67608,11945,4873,29109,9741,1724516,89138,42779,178926,528700,38855,108532,120576
Male-65 years and older,517308,1930,7723,10715,1652,553,5881,3135,180436,21547,6852,29884,72832,3596,23932,15922
Male-55-64 years,297665,1282,6014,5165,995,602,2636,694,126578,8420,3548,13742,36664,2623,8489,8865
Male-45-54 years,258388,995,5427,3764,870,493,1620,325,125186,4309,2497,12732,31583,3024,4923,7799
Male-20-44 years,608682,2417,16338,9668,2037,1036,3152,535,288945,7154,5260,29168,77201,7608,9543,22504
Male-Less than 20 years,157196,2457,3123,2605,363,57,732,147,78056,1206,3004,5502,20388,2487,1961,4986
Female-65 years and older,638072,2034,8818,12665,2080,529,6234,3039,233965,24012,7532,34266,95962,4354,29889,18017
Female-55-64 years,342775,1397,6752,6229,1133,415,2925,855,145987,9798,3797,14644,45321,2669,10854,9316
Female-45-54 years,283566,990,5567,4336,777,373,1716,356,139109,4564,2522,11444,37292,2887,5736,8057
Female-20-44 years,643275,2173,18850,9704,1614,762,3277,470,313811,6625,4605,21394,88909,7019,9702,19424
Female-Less than 20 years,165822,2545,3838,2665,413,50,875,163,80650,1346,3128,5557,21609,2519,2192,5322
"Black or African American, non-Hispanic",106758,278,593,1254,71,46,96,30,66302,612,220,5065,10244,34,556,673
"American Indian or Alaska Native, non-Hispanic",115982,10575,17227,320,1000,87,5808,206,36405,908,15326,8599,11034,17,1078,1580
"Asian or Pacific Islander, non-Hispanic",148421,163,1226,1299,63,49,258,73,80862,1285,405,3224,13387,98,1418,719
Unknown,425824,1012,16953,9076,3857,401,5443,2652,170651,15155,2160,36287,84065,2342,27348,33451
Other Race,663316,1226,9549,10284,916,134,4828,1111,264328,15885,8208,19119,66922,2024,16606,10628
Hispanic or Latino,657134,1787,5777,16375,1955,2137,1323,1028,312154,6248,2213,28179,124380,29544,6736,51849
"White, non-Hispanic",1814757,3189,31206,29000,4083,2019,11353,4641,793814,49045,14247,78453,218668,4796,54790,21676
