Category,Mohave
Total_doses_administered,154771
Total_people_one_dose,89138
Total_people_complete,73348
Total_doses_ordered,128270
total_pouluation,216985
Male-65 years and older,21547
Male-55-64 years,8420
Male-45-54 years,4309
Male-20-44 years,7154
Male-Less than 20 years,1206
Female-65 years and older,24012
Female-55-64 years,9798
Female-45-54 years,4564
Female-20-44 years,6625
Female-Less than 20 years,1346
"Black or African American, non-Hispanic",612
"American Indian or Alaska Native, non-Hispanic",908
"Asian or Pacific Islander, non-Hispanic",1285
Hispanic or Latino,6248
Unknown,15155
Other Race,15885
"White, non-Hispanic",49045
