Category,Arizona
Total_doses_administered,7142640
Total_people_complete,3451880
Total_doses_ordered,5275110
total_pouluation,7189020
Total_people_one_dose,3932192
Male-65 years and older,517308
Male-55-64 years,297665
Male-45-54 years,258388
Male-20-44 years,608682
Male-Less than 20 years,157196
Female-65 years and older,638072
Female-55-64 years,342775
Female-45-54 years,283566
Female-20-44 years,643275
Female-Less than 20 years,165822
"Black or African American, non-Hispanic",106758
"American Indian or Alaska Native, non-Hispanic",115982
"Asian or Pacific Islander, non-Hispanic",148421
Unknown,425824
Other Race,663316
Hispanic or Latino,657134
"White, non-Hispanic",1814757
