Category,Cochise
Total_doses_administered,113329
Total_people_one_dose,63433
Total_people_complete,56516
Total_doses_ordered,87630
total_pouluation,130808
Male-65 years and older,10394
Male-55-64 years,5005
Male-45-54 years,3531
Male-20-44 years,8876
Male-Less than 20 years,2030
Female-65 years and older,12331
Female-55-64 years,6005
Female-45-54 years,4117
Female-20-44 years,8915
Female-Less than 20 years,2140
"American Indian or Alaska Native, non-Hispanic",307
"Black or African American, non-Hispanic",1169
"Asian or Pacific Islander, non-Hispanic",1240
Unknown,8299
Other Race,9867
Hispanic or Latino,14764
"White, non-Hispanic",27787
