Category,Mohave
Total_doses_administered,146081
Total_people_one_dose,83263
Total_people_complete,70139
Total_doses_ordered,124750
total_pouluation,216985
Male-65 years and older,20741
Male-55-64 years,7882
Male-45-54 years,3896
Male-20-44 years,6346
Male-Less than 20 years,895
Female-65 years and older,23135
Female-55-64 years,9244
Female-45-54 years,4106
Female-20-44 years,5851
Female-Less than 20 years,1021
"Black or African American, non-Hispanic",553
"American Indian or Alaska Native, non-Hispanic",818
"Asian or Pacific Islander, non-Hispanic",1201
Hispanic or Latino,5433
Unknown,14310
Other Race,15229
"White, non-Hispanic",45719
