Category,Pinal
Total_doses_administered,291018
Total_people_one_dose,164594
Total_people_complete,148293
Total_doses_ordered,196665
total_pouluation,455210
Male-65 years and older,29149
Male-55-64 years,12959
Male-45-54 years,11575
Male-20-44 years,25383
Male-Less than 20 years,4085
Female-65 years and older,33479
Female-55-64 years,13982
Female-45-54 years,10418
Female-20-44 years,18681
Female-Less than 20 years,4293
"Asian or Pacific Islander, non-Hispanic",3032
"Black or African American, non-Hispanic",4390
"American Indian or Alaska Native, non-Hispanic",7770
Other Race,17718
Hispanic or Latino,24873
Unknown,33738
"White, non-Hispanic",73073
