Category,Arizona
Total_doses_administered,6705176
Total_people_complete,3298260
Total_doses_ordered,5222530
total_pouluation,7189020
Total_people_one_dose,3676299
Male-65 years and older,503722
Male-55-64 years,284316
Male-45-54 years,240331
Male-20-44 years,554819
Male-Less than 20 years,127385
Female-65 years and older,622058
Female-55-64 years,330210
Female-45-54 years,266189
Female-20-44 years,590377
Female-Less than 20 years,137622
"Black or African American, non-Hispanic",96783
"American Indian or Alaska Native, non-Hispanic",98729
"Asian or Pacific Islander, non-Hispanic",142351
Unknown,399005
Hispanic or Latino,578096
Other Race,633366
"White, non-Hispanic",1727969
