Category,Apache
Total_doses_administered,22714
Total_people_one_dose,12710
Total_people_complete,11040
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1689
Male-55-64 years,885
Male-45-54 years,574
Male-20-44 years,1055
Male-Less than 20 years,2028
Female-65 years and older,1728
Female-55-64 years,1006
Female-45-54 years,621
Female-20-44 years,981
Female-Less than 20 years,2134
"Asian or Pacific Islander, non-Hispanic",146
"Black or African American, non-Hispanic",223
Unknown,931
Other Race,940
Hispanic or Latino,1471
"White, non-Hispanic",2922
"American Indian or Alaska Native, non-Hispanic",6077
