Category,Arizona
Total_doses_administered,9487912
Total_people_complete,3922882
total_pouluation,7189020
Total_people_one_dose,4605346
Male-65 years and older,563378
Male-55-64 years,327665
Male-45-54 years,295642
Male-20-44 years,733221
Male-Less than 20 years,257024
Female-65 years and older,685876
Female-55-64 years,372974
Female-45-54 years,318735
Female-20-44 years,766848
Female-Less than 20 years,264085
"Black or African American, non-Hispanic",138681
"Asian or Pacific Islander, non-Hispanic",175308
"American Indian or Alaska Native, non-Hispanic",197040
Unknown,419711
Other Race,662566
Hispanic or Latino,852657
"White, non-Hispanic",2159383
