Category,Santa Cruz
Total_doses_administered,108187
Total_people_one_dose,55967
Total_people_complete,44376
total_pouluation,55967
Male-65 years and older,4703
Male-55-64 years,3267
Male-45-54 years,3416
Male-20-44 years,9021
Male-Less than 20 years,6378
Female-65 years and older,5692
Female-55-64 years,3573
Female-45-54 years,3695
Female-20-44 years,9414
Female-Less than 20 years,6723
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",58
"Asian or Pacific Islander, non-Hispanic",185
Other Race,3487
Unknown,3814
"White, non-Hispanic",7507
Hispanic or Latino,40859
