Category,Yavapai
Total_doses_administered,242358
Total_people_one_dose,116691
Total_people_complete,98512
total_pouluation,116691
Male-65 years and older,25783
Male-55-64 years,9145
Male-45-54 years,5030
Male-20-44 years,10149
Male-Less than 20 years,2870
Female-65 years and older,31444
Female-55-64 years,11596
Female-45-54 years,5984
Female-20-44 years,10408
Female-Less than 20 years,3131
"Black or African American, non-Hispanic",553
"American Indian or Alaska Native, non-Hispanic",1421
"Asian or Pacific Islander, non-Hispanic",1423
Hispanic or Latino,8023
Other Race,17172
Unknown,19052
"White, non-Hispanic",69047
