Category,Coconino
Total_doses_administered,191809
Total_people_one_dose,92345
Total_people_complete,80903
total_pouluation,92345
Male-65 years and older,9272
Male-55-64 years,6245
Male-45-54 years,5698
Male-20-44 years,16833
Male-Less than 20 years,5632
Female-65 years and older,10467
Female-55-64 years,7044
Female-45-54 years,5795
Female-20-44 years,19184
Female-Less than 20 years,5912
"Black or African American, non-Hispanic",762
"Asian or Pacific Islander, non-Hispanic",1549
Hispanic or Latino,6874
Other Race,8468
Unknown,12914
"American Indian or Alaska Native, non-Hispanic",21908
"White, non-Hispanic",39870
