Category,Navajo
Total_doses_administered,94426
Total_people_one_dose,47470
Total_people_complete,39963
total_pouluation,47470
Male-65 years and older,7210
Male-55-64 years,3527
Male-45-54 years,2644
Male-20-44 years,5648
Male-Less than 20 years,3954
Female-65 years and older,8143
Female-55-64 years,4052
Female-45-54 years,2656
Female-20-44 years,5547
Female-Less than 20 years,4054
"Black or African American, non-Hispanic",200
"Asian or Pacific Islander, non-Hispanic",343
Unknown,2209
Hispanic or Latino,2395
Other Race,6187
"White, non-Hispanic",15735
"American Indian or Alaska Native, non-Hispanic",20401
