Category,Santa Cruz
Total_doses_administered,73616
Total_people_one_dose,40871
Total_people_complete,36888
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3667
Male-55-64 years,2685
Male-45-54 years,3148
Male-20-44 years,8070
Male-Less than 20 years,2799
Female-65 years and older,4447
Female-55-64 years,2717
Female-45-54 years,2980
Female-20-44 years,7474
Female-Less than 20 years,2814
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",100
Other Race,2076
Unknown,2386
"White, non-Hispanic",4936
Hispanic or Latino,31319
