Category,Arizona
Total_doses_administered,7614825
Total_people_complete,3665489
Total_doses_ordered,5387440
total_pouluation,7189020
Total_people_one_dose,4142441
Male-65 years and older,531745
Male-55-64 years,307619
Male-45-54 years,272431
Male-20-44 years,655658
Male-Less than 20 years,176014
Female-65 years and older,655002
Female-55-64 years,353309
Female-45-54 years,297049
Female-20-44 years,689940
Female-Less than 20 years,184019
"Black or African American, non-Hispanic",115377
"American Indian or Alaska Native, non-Hispanic",124589
"Asian or Pacific Islander, non-Hispanic",153431
Unknown,445374
Other Race,692464
Hispanic or Latino,715828
"White, non-Hispanic",1895378
