Category,Cochise
Total_doses_administered,126484
Total_people_one_dose,70650
Total_people_complete,62344
Total_doses_ordered,94080
total_pouluation,130808
Male-65 years and older,10950
Male-55-64 years,5302
Male-45-54 years,3929
Male-20-44 years,10323
Male-Less than 20 years,2946
Female-65 years and older,12962
Female-55-64 years,6384
Female-45-54 years,4493
Female-20-44 years,10280
Female-Less than 20 years,2989
"American Indian or Alaska Native, non-Hispanic",338
"Asian or Pacific Islander, non-Hispanic",1338
"Black or African American, non-Hispanic",1350
Unknown,9489
Other Race,10713
Hispanic or Latino,17250
"White, non-Hispanic",30172
