Category,Navajo
Total_doses_administered,80736
Total_people_one_dose,45306
Total_people_complete,38435
Total_doses_ordered,44400
total_pouluation,112825
Male-65 years and older,7148
Male-55-64 years,3716
Male-45-54 years,2666
Male-20-44 years,5648
Male-Less than 20 years,3228
Female-65 years and older,7850
Female-55-64 years,3970
Female-45-54 years,2648
Female-20-44 years,5035
Female-Less than 20 years,3361
"Black or African American, non-Hispanic",233
"Asian or Pacific Islander, non-Hispanic",429
Unknown,2363
Hispanic or Latino,2369
Other Race,8548
"White, non-Hispanic",15318
"American Indian or Alaska Native, non-Hispanic",16046
