Category,Apache
Total_doses_administered,34858
Total_people_one_dose,19449
Total_people_complete,13063
Total_doses_ordered,18500
total_pouluation,71808
Male-65 years and older,2004
Male-55-64 years,1355
Male-45-54 years,1079
Male-20-44 years,2640
Male-Less than 20 years,2586
Female-65 years and older,2123
Female-55-64 years,1480
Female-45-54 years,1078
Female-20-44 years,2443
Female-Less than 20 years,2651
"Asian or Pacific Islander, non-Hispanic",174
"Black or African American, non-Hispanic",297
Unknown,1065
Other Race,1327
Hispanic or Latino,1968
"White, non-Hispanic",3397
"American Indian or Alaska Native, non-Hispanic",11221
