Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7614825,34858,156563,126484,23710,9376,55889,18421,3285086,165097,80736,335229,997904,73616,198212,228912
Total_people_complete,3665489,13063,77069,62344,11731,4544,26989,9051,1620771,78739,38435,170115,495318,36888,95210,109513
Total_doses_ordered,5387440,18500,109424,94080,21580,10850,38060,19400,1689183,135940,44400,201132,629076,49512,174926,150998
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4142441,19449,85838,70650,13231,5375,30354,10157,1860977,93982,45306,190950,557432,40871,113096,128507
Male-65 years and older,531745,2004,8013,10950,1712,575,6011,3195,188775,22217,7148,30539,74667,3667,24487,16250
Male-55-64 years,307619,1355,6173,5302,1050,627,2697,706,133169,8785,3716,14344,37969,2685,8789,9154
Male-45-54 years,272431,1079,5606,3929,947,550,1689,352,134725,4617,2666,13589,33347,3148,5195,8166
Male-20-44 years,655658,2640,17148,10323,2285,1174,3385,612,319393,7848,5648,32603,83765,8070,10299,24361
Male-Less than 20 years,176014,2586,3422,2946,501,114,854,193,90103,1518,3228,6532,23135,2799,2242,6196
Female-65 years and older,655002,2123,9093,12962,2168,542,6371,3092,243879,24749,7850,35029,98141,4447,30544,18356
Female-55-64 years,353309,1480,6887,6384,1202,428,3000,868,153080,10219,3970,15225,46727,2717,11209,9587
Female-45-54 years,297049,1078,5719,4493,870,398,1780,374,148420,4921,2648,12164,38912,2980,6065,8402
Female-20-44 years,689940,2443,19589,10280,1906,862,3532,529,345186,7311,5035,23854,95367,7474,10461,21053
Female-Less than 20 years,184019,2651,4098,2989,579,102,973,210,92355,1632,3361,6475,24434,2814,2491,6566
"Black or African American, non-Hispanic",115377,297,641,1350,79,49,100,35,73074,670,233,5569,11170,36,633,767
"American Indian or Alaska Native, non-Hispanic",124589,11221,18019,338,1121,104,6228,249,40392,980,16046,9222,11975,18,1170,1685
"Asian or Pacific Islander, non-Hispanic",153431,174,1308,1338,68,51,261,78,84693,1359,429,3422,14016,100,1485,778
Unknown,445374,1065,17155,9489,4173,504,5542,2715,183823,16057,2363,38318,84998,2386,27797,34112
Other Race,692464,1327,9859,10713,1006,149,5019,1159,283892,16333,8548,20549,70943,2076,17382,11510
Hispanic or Latino,715828,1968,6305,17250,2192,2335,1409,1158,347760,6870,2369,30778,134790,31319,7334,56524
"White, non-Hispanic",1895378,3397,32551,30172,4592,2183,11795,4763,847343,51713,15318,83092,229540,4936,57295,23131
