Category,Santa Cruz
Total_doses_administered,73474
Total_people_one_dose,40821
Total_people_complete,36800
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3664
Male-55-64 years,2687
Male-45-54 years,3144
Male-20-44 years,8064
Male-Less than 20 years,2791
Female-65 years and older,4443
Female-55-64 years,2716
Female-45-54 years,2980
Female-20-44 years,7457
Female-Less than 20 years,2805
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",100
Other Race,2075
Unknown,2384
"White, non-Hispanic",4929
Hispanic or Latino,31279
