Category,Mohave
Total_doses_administered,164900
Total_people_one_dose,93887
Total_people_complete,78639
Total_doses_ordered,135940
total_pouluation,216985
Male-65 years and older,22193
Male-55-64 years,8781
Male-45-54 years,4612
Male-20-44 years,7842
Male-Less than 20 years,1515
Female-65 years and older,24724
Female-55-64 years,10215
Female-45-54 years,4917
Female-20-44 years,7297
Female-Less than 20 years,1627
"Black or African American, non-Hispanic",670
"American Indian or Alaska Native, non-Hispanic",979
"Asian or Pacific Islander, non-Hispanic",1359
Hispanic or Latino,6861
Unknown,16033
Other Race,16324
"White, non-Hispanic",51661
