Category,La Paz
Total_doses_administered,16922
Total_people_one_dose,8614
Total_people_complete,7421
total_pouluation,8614
Male-65 years and older,2346
Male-55-64 years,595
Male-45-54 years,318
Male-20-44 years,653
Male-Less than 20 years,319
Female-65 years and older,2378
Female-55-64 years,716
Female-45-54 years,363
Female-20-44 years,579
Female-Less than 20 years,329
"Black or African American, non-Hispanic",38
"Asian or Pacific Islander, non-Hispanic",88
"American Indian or Alaska Native, non-Hispanic",491
Other Race,1137
Hispanic or Latino,1266
Unknown,1784
"White, non-Hispanic",3810
