Category,Yuma
Total_doses_administered,292091
Total_people_one_dose,150720
Total_people_complete,124940
total_pouluation,150720
Male-65 years and older,15681
Male-55-64 years,10120
Male-45-54 years,9012
Male-20-44 years,27336
Male-Less than 20 years,11382
Female-65 years and older,18186
Female-55-64 years,10820
Female-45-54 years,9925
Female-20-44 years,25854
Female-Less than 20 years,11855
"Black or African American, non-Hispanic",803
"American Indian or Alaska Native, non-Hispanic",1143
"Asian or Pacific Islander, non-Hispanic",1176
Other Race,17599
Unknown,28356
"White, non-Hispanic",33033
Hispanic or Latino,68610
