Category,Maricopa
Total_doses_administered,5528811
Total_people_one_dose,2635076
Total_people_complete,2298749
total_pouluation,2635076
Male-65 years and older,284947
Male-55-64 years,188081
Male-45-54 years,182531
Male-20-44 years,436572
Male-Less than 20 years,145992
Female-65 years and older,356098
Female-55-64 years,211690
Female-45-54 years,197907
Female-20-44 years,467723
Female-Less than 20 years,149073
"American Indian or Alaska Native, non-Hispanic",51539
"Black or African American, non-Hispanic",101803
"Asian or Pacific Islander, non-Hispanic",133304
Unknown,176088
Other Race,426622
Hispanic or Latino,441702
"White, non-Hispanic",1304018
