Category,Navajo
Total_doses_administered,98683
Total_people_one_dose,48843
Total_people_complete,40402
total_pouluation,48843
Male-65 years and older,7306
Male-55-64 years,3574
Male-45-54 years,2692
Male-20-44 years,5780
Male-Less than 20 years,4315
Female-65 years and older,8242
Female-55-64 years,4099
Female-45-54 years,2708
Female-20-44 years,5666
Female-Less than 20 years,4425
"Black or African American, non-Hispanic",204
"Asian or Pacific Islander, non-Hispanic",357
Unknown,2291
Hispanic or Latino,2477
Other Race,6295
"White, non-Hispanic",15967
"American Indian or Alaska Native, non-Hispanic",21252
