Category,Yuma
Total_doses_administered,308618
Total_people_one_dose,156139
Total_people_complete,126808
total_pouluation,156139
Male-65 years and older,16415
Male-55-64 years,10413
Male-45-54 years,9176
Male-20-44 years,27952
Male-Less than 20 years,12270
Female-65 years and older,18980
Female-55-64 years,11118
Female-45-54 years,10121
Female-20-44 years,26362
Female-Less than 20 years,12740
"Black or African American, non-Hispanic",829
"American Indian or Alaska Native, non-Hispanic",1161
"Asian or Pacific Islander, non-Hispanic",1208
Other Race,18713
Unknown,29020
"White, non-Hispanic",34286
Hispanic or Latino,70922
