Category,Arizona
Total_doses_administered,9543317
Total_people_complete,3927475
total_pouluation,7189020
Total_people_one_dose,4618937
Male-65 years and older,564671
Male-55-64 years,328330
Male-45-54 years,296301
Male-20-44 years,735212
Male-Less than 20 years,259169
Female-65 years and older,687304
Female-55-64 years,373740
Female-45-54 years,319351
Female-20-44 years,768889
Female-Less than 20 years,266063
"Black or African American, non-Hispanic",139245
"Asian or Pacific Islander, non-Hispanic",176092
"American Indian or Alaska Native, non-Hispanic",197791
Unknown,419947
Other Race,664014
Hispanic or Latino,855976
"White, non-Hispanic",2165872
