Category,Gila
Total_doses_administered,37959
Total_people_one_dose,22283
Total_people_complete,17201
Total_doses_ordered,33600
total_pouluation,55159
Male-65 years and older,5236
Male-55-64 years,2119
Male-45-54 years,1184
Male-20-44 years,1958
Male-Less than 20 years,161
Female-65 years and older,5574
Female-55-64 years,2440
Female-45-54 years,1297
Female-20-44 years,2066
Female-Less than 20 years,189
"Black or African American, non-Hispanic",0.0025580038594444
"Asian or Pacific Islander, non-Hispanic",0.0070457299286452
Hispanic or Latino,0.0430821702643271
"American Indian or Alaska Native, non-Hispanic",0.1242651348561684
Other Race,0.140106807880447
Unknown,0.341112058519948
"White, non-Hispanic",0.3418300946910201
