Category,Gila
Total_doses_administered,52338
Total_people_one_dose,25455
Total_people_complete,22618
total_pouluation,25455
Male-65 years and older,5705
Male-55-64 years,2201
Male-45-54 years,1234
Male-20-44 years,2342
Male-Less than 20 years,653
Female-65 years and older,6120
Female-55-64 years,2570
Female-45-54 years,1379
Female-20-44 years,2479
Female-Less than 20 years,714
"Black or African American, non-Hispanic",87
"Asian or Pacific Islander, non-Hispanic",200
Hispanic or Latino,1386
"American Indian or Alaska Native, non-Hispanic",2588
Other Race,4008
Unknown,4549
"White, non-Hispanic",12637
