Category,Navajo
Total_doses_administered,91020
Total_people_one_dose,46506
Total_people_complete,39025
total_pouluation,46506
Male-65 years and older,7114
Male-55-64 years,3454
Male-45-54 years,2571
Male-20-44 years,5517
Male-Less than 20 years,3894
Female-65 years and older,7997
Female-55-64 years,3977
Female-45-54 years,2581
Female-20-44 years,5380
Female-Less than 20 years,3986
"Black or African American, non-Hispanic",195
"Asian or Pacific Islander, non-Hispanic",338
Unknown,2131
Hispanic or Latino,2363
Other Race,6131
"White, non-Hispanic",15637
"American Indian or Alaska Native, non-Hispanic",19711
