Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8197928,38116,168658,131570,37761,7830,46924,15262,4848907,155533,82574,441150,1310392,85217,203443,256567
Total_people_complete,368024,12907,77257,62101,17306,3547,21794,7074,2163742,70388,35936,204193,591384,41231,91978,117601
total_pouluation,7189020,21082,86731,71200,19640,4078,24693,8141,2466996,83866,43872,233044,666376,45901,109464,137183
Total_people_one_dose,4244143,21082,86731,71200,19640,4078,24693,8141,2466996,83866,43872,233044,666376,45901,109464,137183
Male-65 years and older,531314,2232,8952,10450,2328,495,5552,2249,274325,19348,6884,34949,87216,4378,24117,14810
Male-55-64 years,311014,1520,6055,5073,1539,372,2157,581,181255,7783,3377,17559,45897,3028,8727,9664
Male-45-54 years,280303,1164,5518,3911,1382,312,1218,303,174805,4012,2468,15923,39279,3147,4765,8656
Male-20-44 years,687320,2731,16167,10615,3381,761,2277,606,413498,6931,5298,35031,104241,8443,9498,25689
Male-Less than 20 years,188694,2702,4173,3356,841,143,564,248,111294,1447,3207,9550,29246,3222,2221,7959
Female-65 years and older,651973,2608,10156,12463,2798,495,5991,2298,343811,21825,7794,40540,113413,5277,30006,17312
Female-55-64 years,355009,1610,6860,6158,1670,315,2507,687,204524,9151,3844,19883,55233,3281,11129,10328
Female-45-54 years,303249,1166,5663,4430,1357,316,1352,356,190363,4552,2466,16277,44787,3337,5664,9508
Female-20-44 years,718604,2567,18447,11144,3394,719,2387,540,443271,7009,5127,32990,114703,8395,9652,24310
Female-Less than 20 years,197127,2774,4484,3506,938,148,630,257,115442,1635,3372,9597,30931,3339,2537,8493
"Black or African American, non-Hispanic",120221,47,662,1358,80,41,78,32,89094,519,182,8000,13508,46,483,683
"Asian or Pacific Islander, non-Hispanic",153671,109,1392,1329,90,41,200,85,117397,1188,354,4545,18837,169,1238,1043
"American Indian or Alaska Native, non-Hispanic",159977,14488,18911,306,4718,102,2377,370,45342,633,17001,8208,13008,48,1227,1043
Unknown,473730,1509,15393,9636,4212,310,5150,1896,194211,13327,2666,31842,84706,2887,25062,30619
Other Race,681640,1228,10511,11468,1534,109,4427,1171,446907,14996,7856,30621,93836,3118,17084,15061
Hispanic or Latino,751583,481,6249,17722,3436,1821,1334,1174,398165,6443,2236,36734,152871,32927,7240,60792
"White, non-Hispanic",1903321,3220,33613,29381,5570,1654,11127,3413,1175880,46760,13577,113094,289610,6706,57130,27942
