Category,Cochise
Total_doses_administered,131570
Total_people_one_dose,71200
Total_people_complete,62101
total_pouluation,71200
Male-65 years and older,10450
Male-55-64 years,5073
Male-45-54 years,3911
Male-20-44 years,10615
Male-Less than 20 years,3356
Female-65 years and older,12463
Female-55-64 years,6158
Female-45-54 years,4430
Female-20-44 years,11144
Female-Less than 20 years,3506
"American Indian or Alaska Native, non-Hispanic",306
"Asian or Pacific Islander, non-Hispanic",1329
"Black or African American, non-Hispanic",1358
Unknown,9636
Other Race,11468
Hispanic or Latino,17722
"White, non-Hispanic",29381
