Category,Santa Cruz
Total_doses_administered,85217
Total_people_one_dose,45901
Total_people_complete,41231
total_pouluation,45901
Male-65 years and older,4378
Male-55-64 years,3028
Male-45-54 years,3147
Male-20-44 years,8443
Male-Less than 20 years,3222
Female-65 years and older,5277
Female-55-64 years,3281
Female-45-54 years,3337
Female-20-44 years,8395
Female-Less than 20 years,3339
"Black or African American, non-Hispanic",46
"American Indian or Alaska Native, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",169
Unknown,2887
Other Race,3118
"White, non-Hispanic",6706
Hispanic or Latino,32927
