Category,Navajo
Total_doses_administered,78450
Total_people_one_dose,44193
Total_people_complete,37466
Total_doses_ordered,41810
total_pouluation,112825
Male-65 years and older,7019
Male-55-64 years,3659
Male-45-54 years,2599
Male-20-44 years,5449
Male-Less than 20 years,3120
Female-65 years and older,7708
Female-55-64 years,3923
Female-45-54 years,2612
Female-20-44 years,4830
Female-Less than 20 years,3240
"Black or African American, non-Hispanic",228
"Asian or Pacific Islander, non-Hispanic",422
Unknown,2241
Hispanic or Latino,2306
Other Race,8445
"White, non-Hispanic",14918
"American Indian or Alaska Native, non-Hispanic",15633
