Category,Arizona
Total_doses_administered,7401673
Total_people_complete,3570677
Total_doses_ordered,5327230
total_pouluation,7189020
Total_people_one_dose,4050903
Male-65 years and older,524869
Male-55-64 years,303281
Male-45-54 years,266299
Male-20-44 years,635026
Male-Less than 20 years,168686
Female-65 years and older,646902
Female-55-64 years,348744
Female-45-54 years,291054
Female-20-44 years,669594
Female-Less than 20 years,176901
"Black or African American, non-Hispanic",111514
"American Indian or Alaska Native, non-Hispanic",120364
"Asian or Pacific Islander, non-Hispanic",151299
Unknown,433756
Other Race,682462
Hispanic or Latino,691379
"White, non-Hispanic",1860129
