Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7401673,33881,153616,123625,22597,9022,54517,17992,3161152,159674,78450,324969,971337,71935,194145,220866
Total_people_complete,3570677,12597,75809,60997,11120,4383,26391,8841,1557994,75896,37466,164635,483540,36034,93221,105822
Total_doses_ordered,5327230,16700,97448,90850,21150,10440,37770,19050,1638900,133040,41810,198808,620942,49312,169890,146128
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4050903,18993,84340,69381,12683,5210,29813,9921,1800850,91552,44193,186176,544999,40217,111176,125140
Male-65 years and older,524869,1980,7883,10835,1693,567,5950,3161,184875,21848,7019,30220,73745,3637,24237,16105
Male-55-64 years,303281,1319,6118,5246,1026,618,2668,701,130224,8612,3659,14093,37416,2661,8669,9027
Male-45-54 years,266299,1046,5530,3861,915,530,1652,337,130530,4468,2599,13219,32590,3109,5080,8008
Male-20-44 years,635026,2553,16762,10015,2157,1122,3304,586,305794,7492,5449,31449,80827,7964,9973,23444
Male-Less than 20 years,168686,2538,3282,2828,452,100,792,162,85291,1377,3120,6209,22062,2672,2148,5745
Female-65 years and older,646902,2087,8959,12831,2133,537,6310,3063,239178,24368,7708,34657,97085,4410,30242,18211
Female-55-64 years,348744,1450,6849,6321,1178,426,2973,862,149902,10012,3923,14975,46089,2691,11079,9473
Female-45-54 years,291054,1047,5645,4414,828,388,1748,361,144260,4744,2612,11840,38203,2961,5928,8249
Female-20-44 years,669594,2341,19233,10041,1773,828,3423,495,331379,6991,4830,22787,92638,7357,10107,20365
Female-Less than 20 years,176901,2622,3994,2897,517,91,931,171,87586,1481,3240,6133,23387,2685,2400,6112
"Black or African American, non-Hispanic",111514,290,628,1318,75,47,100,32,70000,645,228,5371,10741,35,607,727
"American Indian or Alaska Native, non-Hispanic",120364,11002,17613,333,1083,97,6066,219,38265,954,15633,8941,11560,18,1132,1630
"Asian or Pacific Islander, non-Hispanic",151299,171,1279,1324,65,51,262,76,83101,1322,422,3327,13720,99,1455,754
Unknown,433756,1023,17009,9315,4002,472,5476,2665,175932,15320,2241,37645,84129,2359,27522,33728
Other Race,682462,1291,9784,10548,970,143,4958,1144,276998,16161,8445,20034,69490,2054,17105,11141
Hispanic or Latino,691379,1890,6058,16912,2088,2266,1369,1081,332467,6611,2306,29744,130574,30775,7094,54680
"White, non-Hispanic",1860129,3326,31969,29631,4400,2134,11582,4704,824087,50539,14918,81114,224785,4877,56261,22480
