Category,Graham
Total_doses_administered,22597
Total_people_one_dose,12683
Total_people_complete,11120
Total_doses_ordered,21150
total_pouluation,38476
Male-65 years and older,1693
Male-55-64 years,1026
Male-45-54 years,915
Male-20-44 years,2157
Male-Less than 20 years,452
Female-65 years and older,2133
Female-55-64 years,1178
Female-45-54 years,828
Female-20-44 years,1773
Female-Less than 20 years,517
"Asian or Pacific Islander, non-Hispanic",65
"Black or African American, non-Hispanic",75
Other Race,970
"American Indian or Alaska Native, non-Hispanic",1083
Hispanic or Latino,2088
Unknown,4002
"White, non-Hispanic",4400
