Category,Coconino
Total_doses_administered,153616
Total_people_one_dose,84340
Total_people_complete,75809
Total_doses_ordered,97448
total_pouluation,147275
Male-65 years and older,7883
Male-55-64 years,6118
Male-45-54 years,5530
Male-20-44 years,16762
Male-Less than 20 years,3282
Female-65 years and older,8959
Female-55-64 years,6849
Female-45-54 years,5645
Female-20-44 years,19233
Female-Less than 20 years,3994
"Black or African American, non-Hispanic",628
"Asian or Pacific Islander, non-Hispanic",1279
Hispanic or Latino,6058
Other Race,9784
Unknown,17009
"American Indian or Alaska Native, non-Hispanic",17613
"White, non-Hispanic",31969
