Category,Santa Cruz
Total_doses_administered,112417
Total_people_one_dose,57552
Total_people_complete,44793
total_pouluation,57552
Male-65 years and older,4798
Male-55-64 years,3329
Male-45-54 years,3481
Male-20-44 years,9216
Male-Less than 20 years,6701
Female-65 years and older,5802
Female-55-64 years,3651
Female-45-54 years,3784
Female-20-44 years,9660
Female-Less than 20 years,7044
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",187
Other Race,3563
Unknown,3928
"White, non-Hispanic",7693
Hispanic or Latino,42063
