Category,La Paz
Total_doses_administered,18398
Total_people_one_dose,9087
Total_people_complete,7566
total_pouluation,9087
Male-65 years and older,2460
Male-55-64 years,625
Male-45-54 years,327
Male-20-44 years,689
Male-Less than 20 years,381
Female-65 years and older,2473
Female-55-64 years,747
Female-45-54 years,380
Female-20-44 years,607
Female-Less than 20 years,379
"Black or African American, non-Hispanic",41
"Asian or Pacific Islander, non-Hispanic",89
"American Indian or Alaska Native, non-Hispanic",544
Other Race,1193
Hispanic or Latino,1356
Unknown,1864
"White, non-Hispanic",4000
